work_dedication,salary_comparison_last_semester,profile_level_study,profile_gender,profile_experience_range,list_of_normalized_languages,usd_monthly_gross_salary
full-time,3,Universitario,F,0-1,['python'],389.99656894514123
full-time,1,Universitario,F,1-2,"['.net', 'c#', 'css', 'html', 'javascript', 'sql']",575.6547596355457
full-time,4,Terciario,F,3-5,"['bash/shell', 'groovy']",1386.4816438565056
full-time,2,Terciario,F,0-1,"['html', 'javascript']",400.289733521406
full-time,3,,F,1-2,['java'],1219.9306164461896
full-time,3,Universitario,F,6-10,"['html', 'javascript']",3970.4929282147077
full-time,3,Terciario,F,10+,"['python', 'sql']",1410.5447752659068
full-time,4,,F,1-2,"['css', 'html', 'java', 'javascript', 'sql', 'typescript']",1177.9955015058517
full-time,2,,F,3-5,"['css', 'html', 'javascript', 'python']",1137.9779650032403
full-time,2,Maestría,F,1-2,"['python', 'sql']",934.0093782166139
full-time,2,Posgrado/Especialización,F,1-2,"['python', 'r', 'sql']",731.9583698677137
full-time,3,,F,6-10,"['python', 'sql']",2249.247074072662
full-time,3,,F,3-5,"['css', 'html', 'javascript', 'typescript']",1105.5621211543594
full-time,3,,F,1-2,"['css', 'html', 'javascript', 'typescript']",571.8424764591514
full-time,2,,F,1-2,"['css', 'html', 'javascript', 'typescript']",827.2654492775723
full-time,3,Doctorado,F,0-1,"['python', 'sql']",648.0881399870382
full-time,2,Terciario,F,0-1,"['css', 'html', 'javascript', 'python']",419.3511494033777
full-time,1,Terciario,F,1-2,"['javascript', 'php', 'sql', 'typescript']",430.3541229842553
full-time,3,,F,3-5,"['javascript', 'python']",2438.6069917273453
full-time,3,,F,3-5,"['.net', 'javascript', 'sql']",655.7127063398269
full-time,3,,F,1-2,"['css', 'html', 'javascript', 'php']",1029.3164576264726
full-time,3,,F,1-2,"['html', 'javascript', 'typescript']",914.9479623346422
full-time,4,Universitario,F,10+,"['javascript', 'sql', 'typescript']",2058.632915252945
full-time,3,Universitario,F,0-1,"['css', 'html', 'javascript']",502.73340703747476
full-time,1,Posgrado/Especialización,F,3-5,"['css', 'html']",826.7584156151119
full-time,4,Universitario,F,3-5,['python'],1603.2556898326407
full-time,3,,F,1-2,['python'],609.9653082230948
full-time,2,,F,1-2,['java'],489.11593153139415
full-time,2,Universitario,F,3-5,"['go', 'java', 'javascript']",838.7022988067554
full-time,2,,F,3-5,"['css', 'html']",1725.6185429453699
full-time,3,Posgrado/Especialización,F,10+,"['python', 'r', 'sql']",2058.632915252945
full-time,2,,F,1-2,"['.net', 'c#', 'css', 'html', 'javascript', 'kotlin', 'sql']",762.4566352788685
full-time,2,,F,10+,['sql'],1429.6061911478785
full-time,1,,F,3-5,"['css', 'html', 'javascript']",651.7822423849643
full-time,2,Terciario,F,0-1,['java'],362.16690175746254
full-time,3,Universitario,F,3-5,"['html', 'javascript']",838.7022988067554
full-time,4,Universitario,F,10+,"['java', 'php']",3068.8879569974456
full-time,3,Universitario,F,6-10,['scala'],2264.8621859631735
full-time,3,Universitario,F,10+,"['c++', 'java', 'javascript', 'kotlin', 'objective-c', 'sql']",1906.1415881971714
full-time,3,Universitario,F,10+,"['java', 'python', 'sql']",2176.81369372117
full-time,1,,F,1-2,"['css', 'html', 'javascript', 'php']",526.0950783424192
full-time,3,Universitario,F,3-5,['java'],1048.3778735084443
full-time,2,,F,1-2,"['c', 'c++', 'css', 'html', 'javascript', 'python']",762.4566352788685
full-time,3,Terciario,F,1-2,"['c++', 'java', 'sql']",365.97918493385686
full-time,3,Universitario,F,0-1,"['css', 'html', 'java', 'javascript']",968.3199268041631
full-time,3,Universitario,F,3-5,"['css', 'html', 'java', 'javascript', 'sql', 'typescript']",808.3832107048911
full-time,2,,F,1-2,"['css', 'html', 'javascript']",762.4566352788685
full-time,3,,F,0-1,"['css', 'html', 'javascript', 'php', 'sql']",560.4056269299683
full-time,2,Posgrado/Especialización,F,1-2,"['html', 'javascript', 'php', 'typescript']",569.9363348709542
full-time,3,Terciario,F,10+,"['.net', 'typescript']",2477.9840646563225
full-time,3,Terciario,F,3-5,"['.net', 'sql']",686.2109717509817
full-time,1,Terciario,F,1-2,['sql'],446.0371316381381
full-time,1,Universitario,F,3-5,['sql'],686.2109717509817
full-time,3,Universitario,F,1-2,['javascript'],795.1012161183332
full-time,3,Universitario,F,3-5,"['bash/shell', 'c++', 'python', 'r', 'vba']",883.8173916358508
full-time,4,,F,3-5,"['javascript', 'typescript']",1512.9693873660935
full-time,3,Universitario,F,1-2,"['c++', 'sql']",667.14955586901
full-time,2,Universitario,F,1-2,"['abap', 'sql']",449.8494148145324
full-time,4,Universitario,F,1-2,"['css', 'html']",1463.9167397354274
full-time,2,Universitario,F,3-5,"['bash/shell', 'c', 'python']",1314.570546300179
full-time,3,,F,1-2,['bash/shell'],800.579467042812
full-time,2,,F,10+,"['html', 'java', 'javascript', 'sql', 'typescript']",1460.1044565590332
full-time,2,,F,1-2,"['bash/shell', 'python']",476.53539704929284
full-time,3,,F,6-10,['sql'],762.4566352788685
full-time,3,,F,3-5,['css'],1574.4729518508634
full-time,3,Universitario,F,1-2,"['php', 'python']",983.5690595097403
full-time,2,Terciario,F,1-2,"['python', 'sql']",1143.6849529183028
full-time,3,Universitario,F,1-2,['bash/shell'],987.3813426861348
full-time,3,,F,6-10,"['javascript', 'sql']",1143.6849529183028
full-time,3,Universitario,F,1-2,"['bash/shell', 'css', 'html', 'javascript', 'python', 'sql', 'typescript']",1372.4219435019634
full-time,3,,F,3-5,['sql'],1048.3778735084443
full-time,4,Terciario,F,0-1,"['bash/shell', 'html', 'java', 'sql']",376.51633563341085
full-time,3,Universitario,F,1-2,['python'],1036.9410239792612
full-time,3,Universitario,F,1-2,"['bash/shell', 'css', 'html', 'javascript', 'typescript']",1029.3164576264726
full-time,3,Universitario,F,1-2,"['css', 'html', 'sql']",686.2109717509817
full-time,3,Maestría,F,1-2,['sql'],1951.8889863139034
full-time,2,,F,3-5,['sql'],934.0093782166139
full-time,2,Secundario,F,6-10,['sql'],1082.6884220959932
full-time,3,Terciario,F,1-2,['sql'],697.2665929625252
full-time,1,Universitario,F,1-2,['sql'],705.2723876329534
full-time,4,,F,0-1,"['bash/shell', 'python']",476.53539704929284
full-time,3,Universitario,F,1-2,['java'],526.0950783424192
full-time,3,,F,0-1,"['javascript', 'sql', 'typescript']",457.4739811673211
full-time,1,Universitario,F,3-5,"['css', 'html', 'javascript', 'typescript']",648.0881399870382
full-time,2,Universitario,F,3-5,"['css', 'html', 'java', 'javascript', 'sql']",743.3952193968968
full-time,2,Universitario,F,10+,['cobol'],1269.490297739316
full-time,3,Universitario,F,3-5,"['.net', 'java', 'javascript', 'sql']",815.8285997483893
full-time,2,,F,1-2,"['python', 'r']",1189.4323510350348
full-time,3,,F,10+,['sql'],914.9479623346422
full-time,3,Universitario,F,6-10,"['.net', 'c#', 'css', 'html', 'java', 'javascript', 'sql']",1105.5621211543594
full-time,2,,F,1-2,"['.net', 'c#', 'css', 'html', 'javascript', 'sql']",438.4125652853494
full-time,4,,F,6-10,['typescript'],5230.452518013038
full-time,2,,F,6-10,"['css', 'html', 'javascript']",888.2619800998818
full-time,4,Universitario,F,1-2,"['css', 'html', 'javascript', 'typescript']",838.7022988067554
full-time,4,Universitario,F,3-5,"['bash/shell', 'javascript', 'typescript']",1675.521329724372
full-time,3,,F,3-5,"['.net', 'c#', 'css', 'html', 'javascript', 'php', 'sql', 'typescript']",1944.4817201021692
full-time,4,,F,1-2,"['.net', 'c#', 'css', 'html', 'javascript', 'sql', 'typescript']",953.0707940985857
full-time,3,Terciario,F,3-5,"['html', 'javascript', 'typescript']",953.0707940985857
full-time,3,Universitario,F,6-10,['sql'],1140.749494872479
full-time,2,Terciario,F,6-10,"['python', 'sql', 'vba']",895.8865464526705
full-time,2,,F,0-1,['java'],350.73005222827953
full-time,2,Universitario,F,3-5,['bash/shell'],609.9653082230948
full-time,2,,F,10+,"['bash/shell', 'python', 'sql']",1098.0519232968625
full-time,2,,F,3-5,"['python', 'sql']",2627.0443368533415
full-time,2,,F,6-10,['sql'],800.579467042812
full-time,2,,F,3-5,"['html', 'javascript', 'typescript']",655.2320536769472
full-time,3,,F,1-2,['javascript'],1040.7533071556554
full-time,1,Universitario,F,1-2,"['javascript', 'typescript']",762.4566352788685
full-time,2,,F,10+,['sql'],880.6374137470931
full-time,3,Universitario,F,0-1,"['bash/shell', 'css', 'html', 'javascript', 'python', 'sql', 'typescript']",701.4601044565591
full-time,4,,F,3-5,"['bash/shell', 'go', 'python']",4193.511494033777
full-time,4,Universitario,F,3-5,"['css', 'html', 'javascript']",1241.1002249247074
full-time,2,Universitario,F,10+,"['css', 'html', 'javascript']",1391.483359383935
full-time,3,,F,10+,"['css', 'html', 'javascript', 'php']",1757.462544317792
full-time,3,Universitario,F,3-5,"['html', 'java', 'javascript', 'python', 'typescript']",2051.0083489001563
full-time,4,Universitario,F,3-5,"['css', 'html', 'java', 'javascript', 'typescript']",3411.9934428729366
full-time,3,Secundario,F,0-1,"['c', 'c++', 'python']",399.71789104494684
full-time,3,Universitario,F,1-2,"['.net', 'c#']",998.0557355800389
full-time,3,,F,1-2,"['html', 'javascript', 'python', 'sql']",964.5076436277686
full-time,2,Universitario,F,3-5,['sql'],1319.0499790324425
full-time,2,,F,3-5,"['sql', 'vba']",1029.3164576264726
full-time,1,Universitario,F,0-1,"['.net', 'c#', 'css', 'html', 'javascript', 'sql', 'typescript']",552.7810605771797
full-time,2,Universitario,F,10+,"['java', 'sql']",1484.1218405703175
full-time,3,Universitario,F,3-5,"['go', 'javascript', 'python', 'typescript']",3549.4719987800695
full-time,3,,F,1-2,['python'],529.9073615188136
full-time,1,Universitario,F,3-5,['javascript'],853.9514315123328
full-time,2,Posgrado/Especialización,F,3-5,"['go', 'ruby']",1143.6849529183028
full-time,2,,F,1-2,"['css', 'html', 'java']",792.9549006900232
full-time,1,,F,1-2,"['css', 'html', 'python']",276.77175860622924
full-time,1,,F,6-10,"['c#', 'html', 'javascript', 'sql']",1067.439289390416
full-time,3,,F,10+,['sql'],1829.8959246692843
full-time,3,,F,6-10,"['python', 'sql', 'typescript']",960.6953604513743
full-time,3,Universitario,F,3-5,"['bash/shell', 'python']",1456.2921733826388
full-time,1,,F,1-2,"['.net', 'c#', 'css', 'html', 'javascript', 'sql', 'typescript']",324.0440699935191
full-time,3,Universitario,F,10+,"['css', 'html', 'php']",1334.29911173802
full-time,3,Terciario,F,3-5,"['bash/shell', 'python']",1072.8031718196028
full-time,3,,F,6-10,"['css', 'html', 'java', 'javascript', 'sql']",1143.6849529183028
full-time,3,Terciario,F,1-2,"['html', 'javascript']",629.67862452823
full-time,2,Universitario,F,6-10,"['java', 'php', 'sql']",1334.29911173802
full-time,2,Universitario,F,3-5,['java'],1677.4045976135108
full-time,3,Universitario,F,0-1,"['css', 'html', 'javascript']",495.59681293126454
full-time,2,,F,1-2,"['javascript', 'python', 'sql']",587.0916091647288
full-time,2,,F,0-1,"['matlab', 'python', 'sql']",331.6686363463078
full-time,4,Universitario,F,1-2,"['scala', 'sql']",1238.9920323281613
full-time,3,,F,1-2,"['css', 'html', 'java', 'javascript', 'sql']",571.8424764591514
full-time,2,Universitario,F,1-2,"['css', 'html', 'javascript']",729.9149860851664
full-time,3,,F,6-10,"['python', 'sql']",1207.46445045938
full-time,2,Secundario,F,1-2,['sql'],381.22831763943424
full-time,2,,F,6-10,['sql'],1486.7904387937936
full-time,3,Universitario,F,3-5,['html'],1219.9306164461896
full-time,2,,F,0-1,"['css', 'html', 'javascript', 'python', 'sql', 'typescript']",316.41950364073045
full-time,2,Universitario,F,6-10,['sql'],922.2675460333194
full-time,1,Posgrado/Especialización,F,10+,"['abap', 'c', 'html', 'javascript']",2744.8438870039267
full-time,3,Posgrado/Especialización,F,6-10,"['html', 'java', 'sql']",914.9479623346422
full-time,2,Universitario,F,0-1,['python'],436.1251953795128
full-time,3,Posgrado/Especialización,F,0-1,"['css', 'html', 'javascript']",678.5864053981929
full-time,4,Posgrado/Especialización,F,0-1,"['css', 'html', 'javascript']",678.5864053981929
full-time,2,Universitario,M,1-2,"['css', 'html', 'javascript']",600.4346002821089
full-time,2,,M,6-10,['sql'],935.8507109908124
full-time,3,,M,3-5,"['bash/shell', 'javascript', 'python']",953.0707940985857
full-time,3,Universitario,M,0-1,['sql'],853.9514315123328
full-time,2,,M,1-2,"['.net', 'bash/shell', 'html', 'sql', 'typescript']",491.78452975487016
full-time,1,,M,10+,"['java', 'python']",1334.29911173802
full-time,4,,M,10+,['sql'],1524.913270557737
full-time,4,,M,10+,"['.net', 'c#', 'html', 'javascript', 'php', 'sql', 'typescript', 'vba']",1101.749837977965
full-time,4,,M,3-5,"['css', 'html', 'javascript', 'typescript']",2516.106896420266
full-time,2,Universitario,M,6-10,"['bash/shell', 'php', 'python', 'sql']",1258.053448210133
full-time,2,,M,1-2,"['bash/shell', 'python', 'scala', 'sql']",1715.5274293774542
full-time,4,,M,3-5,"['python', 'sql']",1248.9039685867865
full-time,2,,M,10+,"['bash/shell', 'python', 'sql']",1446.830086538828
full-time,2,,M,3-5,"['bash/shell', 'css', 'html', 'javascript']",1162.7463688002745
full-time,2,Posgrado/Especialización,M,10+,"['c', 'c++', 'java']",1372.4219435019634
full-time,2,Universitario,M,1-2,"['python', 'sql']",1334.29911173802
full-time,2,Universitario,M,1-2,"['javascript', 'sql']",476.53539704929284
full-time,3,,M,10+,['python'],2096.7557470168886
full-time,2,Universitario,M,6-10,"['javascript', 'python', 'sql', 'typescript']",800.579467042812
full-time,4,,M,6-10,"['bash/shell', 'html', 'javascript', 'php', 'sql', 'typescript']",2477.9840646563225
full-time,3,,M,3-5,"['c++', 'clojure']",1143.6849529183028
full-time,3,,M,3-5,"['css', 'html', 'javascript', 'php', 'typescript']",991.1936258625291
full-time,3,Secundario,M,1-2,"['.net', 'c#', 'sql']",518.4705119896306
full-time,4,,M,1-2,"['python', 'sql']",705.2723876329534
full-time,3,,M,10+,"['go', 'java', 'python']",2477.9840646563225
full-time,3,,M,3-5,"['bash/shell', 'php', 'python', 'sql']",1601.158934085624
full-time,1,,M,10+,"['bash/shell', 'java', 'javascript']",4072.00259235256
full-time,2,Universitario,M,3-5,"['bash/shell', 'python', 'sql']",823.453166101178
full-time,3,,M,6-10,"['css', 'html', 'javascript', 'php']",1143.6849529183028
full-time,3,Terciario,M,3-5,"['.net', 'c#', 'css', 'html', 'javascript', 'sql']",895.8865464526705
full-time,3,,M,10+,"['bash/shell', 'python']",2859.212382295757
full-time,4,,M,1-2,"['javascript', 'typescript']",4574.739811673211
full-time,2,Universitario,M,3-5,['python'],1143.6849529183028
full-time,2,,M,3-5,"['.net', 'c#', 'css', 'html', 'javascript', 'sql', 'typescript']",495.59681293126454
full-time,1,,M,3-5,"['javascript', 'python', 'sql', 'typescript']",991.1936258625291
full-time,2,Universitario,M,6-10,"['bash/shell', 'php', 'python', 'sql']",1429.6061911478785
full-time,2,Universitario,M,6-10,['python'],2287.3699058366055
full-time,2,,X,10+,"['css', 'html', 'javascript']",708.8063741374709
full-time,3,,X,1-2,"['bash/shell', 'python', 'r', 'sql']",800.579467042812
full-time,2,,X,10+,['sql'],1193.2446342114292
full-time,2,Universitario,X,10+,"['.net', 'c#', 'html', 'sql', 'typescript']",1176.4324654035302
full-time,3,,M,10+,['sql'],1029.3164576264726
full-time,2,,M,6-10,"['bash/shell', 'sql']",1010.2550417445008
full-time,4,Universitario,X,3-5,"['groovy', 'javascript', 'kotlin']",1631.3331554267852
full-time,2,,X,10+,"['.net', 'bash/shell', 'c#', 'html', 'java', 'javascript', 'php', 'python', 'sql']",2287.3699058366055
full-time,4,Universitario,M,6-10,"['css', 'html', 'java', 'javascript', 'sql', 'typescript']",5337.19644695208
full-time,2,Terciario,M,3-5,"['javascript', 'typescript']",1105.5621211543594
full-time,2,,M,6-10,['javascript'],2287.3699058366055
full-time,2,,M,1-2,"['arduino', 'bash/shell', 'c', 'c++', 'css', 'html', 'javascript', 'typescript']",1223.742899622584
full-time,2,,M,6-10,['python'],1067.439289390416
full-time,3,,M,3-5,"['.net', 'c#', 'typescript']",789.1426175136289
full-time,2,,M,,"['css', 'html', 'java', 'javascript', 'objective-c', 'typescript']",724.3338035149251
full-time,3,Secundario,X,3-5,['javascript'],1258.053448210133
full-time,3,Universitario,M,0-1,['java'],800.579467042812
full-time,2,,M,1-2,['javascript'],419.3511494033777
full-time,4,Secundario,M,0-1,['python'],725.8587167854828
full-time,2,,M,1-2,['javascript'],990.4311692272502
full-time,2,Secundario,M,1-2,"['css', 'html', 'javascript', 'php', 'sql']",789.1426175136289
full-time,2,Universitario,M,10+,"['css', 'html', 'java', 'javascript', 'php', 'sql']",1906.1415881971714
full-time,2,Universitario,M,3-5,"['css', 'html', 'javascript']",4193.511494033777
full-time,3,,M,1-2,"['css', 'dart', 'html', 'javascript', 'python', 'sql', 'typescript']",1067.439289390416
full-time,2,Terciario,M,6-10,"['.net', 'c#', 'html', 'javascript', 'sql']",655.7127063398269
full-time,4,Secundario,M,1-2,"['javascript', 'typescript']",1524.913270557737
full-time,3,,M,6-10,"['css', 'html', 'java', 'javascript', 'php', 'python', 'sql']",2573.291144066181
full-time,2,,M,0-1,"['javascript', 'python', 'sql']",541.3442110479966
full-time,2,,M,10+,"['go', 'java']",6099.653082230948
full-time,2,,M,6-10,"['.net', 'c#', 'css', 'html', 'javascript']",1090.3129884487819
full-time,3,,M,3-5,['javascript'],621.4021577522778
full-time,2,,M,10+,"['html', 'java', 'javascript']",2020.5100834890015
full-time,2,,M,1-2,"['.net', 'c#', 'css', 'html', 'java', 'php', 'sql', 'typescript']",1143.6849529183028
full-time,4,Universitario,M,3-5,"['bash/shell', 'c', 'c++']",2348.366436658915
full-time,1,Universitario,M,1-2,"['java', 'python']",495.59681293126454
full-time,2,,M,6-10,"['go', 'java']",2286.0356067248676
full-time,4,Terciario,M,0-1,"['css', 'html', 'javascript']",686.2109717509817
full-time,3,Universitario,M,3-5,"['go', 'java']",1448.6676070298502
full-time,3,,M,1-2,"['css', 'html', 'javascript', 'sql', 'typescript']",377.4160344630399
full-time,4,Universitario,M,6-10,"['.net', 'assembler', 'bash/shell', 'c', 'c++', 'c#', 'python']",3583.546185810682
full-time,3,Universitario,M,0-1,"['c++', 'c#', 'lua']",571.8424764591514
full-time,2,Terciario,M,1-2,"['bash/shell', 'javascript', 'python', 'sql', 'typescript']",529.9073615188136
full-time,2,,M,10+,"['java', 'sql', 'typescript']",1258.053448210133
full-time,3,,M,10+,['bash/shell'],2096.7557470168886
full-time,4,Universitario,M,1-2,"['groovy', 'python']",838.7022988067554
full-time,3,,M,1-2,"['.net', 'c#', 'sql']",485.9593610613396
full-time,3,Terciario,M,6-10,"['arduino', 'bash/shell', 'c', 'html', 'python', 'sql']",487.97224657847585
full-time,2,,M,1-2,"['html', 'javascript', 'sql']",480.34768022568716
full-time,3,,M,6-10,"['html', 'javascript', 'typescript']",3331.9354961686554
full-time,4,Universitario,M,3-5,['typescript'],1372.4219435019634
full-time,1,,M,3-5,"['css', 'html']",1906.1415881971714
full-time,4,Universitario,M,1-2,"['bash/shell', 'python']",4498.494148145324
full-time,3,,M,6-10,"['bash/shell', 'html', 'python', 'sql']",914.9479623346422
full-time,3,Universitario,M,3-5,"['go', 'java', 'sql']",1235.179749151767
full-time,2,Universitario,M,1-2,"['.net', 'bash/shell', 'html', 'php', 'python']",648.0881399870382
full-time,3,,M,6-10,['python'],876.8251305706988
full-time,4,Universitario,M,0-1,"['bash/shell', 'css', 'html', 'java', 'javascript', 'sql']",533.719644695208
full-time,2,,M,1-2,"['bash/shell', 'java', 'python', 'sql']",695.7416796919675
full-time,2,,M,1-2,"['css', 'html', 'sql']",648.0881399870382
full-time,4,Universitario,M,1-2,"['bash/shell', 'php', 'python', 'sql']",442.22484846174376
full-time,3,,M,3-5,"['python', 'r', 'sql']",914.9479623346422
full-time,2,,M,3-5,"['java', 'javascript', 'r']",1298.6885745873203
full-time,2,Universitario,M,,"['bash/shell', 'python']",754.0391140253898
full-time,3,Universitario,M,10+,"['css', 'dart', 'html', 'java', 'javascript', 'php', 'sql', 'typescript']",1534.4439784987228
full-time,3,,M,10+,"['html', 'javascript', 'python', 'ruby', 'sql', 'typescript']",1906.1415881971714
full-time,3,,M,6-10,"['bash/shell', 'python']",819.6408829247837
full-time,2,,M,3-5,['javascript'],1601.158934085624
full-time,1,Terciario,M,3-5,"['javascript', 'python', 'typescript']",724.3338035149251
full-time,4,Terciario,M,10+,"['java', 'python', 'sql']",1014.0673249208951
full-time,4,,M,10+,['java'],1524.913270557737
full-time,4,,M,10+,"['bash/shell', 'go']",2401.7384011284357
full-time,1,Terciario,M,3-5,"['css', 'html']",324.0440699935191
full-time,2,Universitario,M,10+,['javascript'],1139.8726697419083
full-time,3,Secundario,M,3-5,['swift'],2859.212382295757
full-time,4,Terciario,M,0-1,"['bash/shell', 'java']",767.2219892493614
full-time,3,,M,10+,"['go', 'python']",1996.5994434066563
full-time,3,,M,6-10,"['css', 'html', 'javascript', 'php', 'sql']",1837.5204910220732
full-time,2,,M,6-10,"['javascript', 'python']",438.4125652853494
full-time,3,,M,0-1,"['.net', 'c#', 'typescript']",609.9653082230948
full-time,2,Terciario,M,10+,['swift'],2668.59822347604
full-time,2,Universitario,M,10+,['bash/shell'],1036.9410239792612
full-time,4,,M,6-10,"['objective-c', 'python', 'swift']",2668.59822347604
full-time,4,Secundario,M,3-5,"['bash/shell', 'python']",731.9583698677137
full-time,3,,M,1-2,"['java', 'python']",1578.2852350272578
full-time,2,Universitario,M,10+,"['go', 'python']",1535.3779878769394
full-time,3,Universitario,M,3-5,['javascript'],1219.9306164461896
full-time,3,,M,1-2,['python'],648.0881399870382
full-time,3,Universitario,M,0-1,"['bash/shell', 'python', 'sql']",466.89413289619154
full-time,3,,M,3-5,"['bash/shell', 'groovy', 'python']",1174.1832183294575
full-time,2,,M,10+,"['css', 'html', 'javascript']",1067.439289390416
full-time,1,,M,1-2,['typescript'],514.6582288132363
full-time,2,Universitario,M,6-10,"['.net', 'c#', 'python', 'sql', 'vba']",1124.623537036331
full-time,3,Terciario,M,3-5,"['groovy', 'html', 'javascript', 'python', 'sql', 'typescript']",884.4496969234875
full-time,2,,M,1-2,['typescript'],602.3407418703061
full-time,3,,M,3-5,"['html', 'java', 'python']",1906.1415881971714
full-time,3,Terciario,M,0-1,['go'],548.9687774007854
full-time,2,Universitario,M,3-5,"['bash/shell', 'css', 'javascript']",533.719644695208
full-time,3,Universitario,M,10+,"['bash/shell', 'groovy', 'python']",2428.4243833631963
full-time,3,Universitario,M,3-5,"['bash/shell', 'go', 'javascript', 'sql']",3400.5565933437533
full-time,2,Posgrado/Especialización,M,3-5,['python'],2096.7557470168886
full-time,2,,M,3-5,"['bash/shell', 'python', 'sql']",648.0881399870382
full-time,3,,M,1-2,"['javascript', 'python']",640.4635736342495
full-time,4,,M,0-1,"['go', 'java']",743.3952193968968
full-time,3,,M,3-5,"['python', 'sql']",1258.053448210133
full-time,4,Universitario,M,1-2,"['javascript', 'typescript']",1075.0638557432046
full-time,2,,M,1-2,"['css', 'html', 'javascript', 'sql', 'typescript']",609.9653082230948
full-time,2,Universitario,M,10+,"['delphi', 'sql']",571.8424764591514
full-time,2,Universitario,M,3-5,"['.net', 'bash/shell', 'c#', 'cobol', 'delphi', 'html', 'java', 'javascript', 'python', 'sql', 'typescript']",1327.4813388738517
full-time,1,Universitario,M,3-5,"['go', 'java', 'javascript', 'solidity', 'typescript']",648.0881399870382
full-time,3,Universitario,M,6-10,"['go', 'java', 'sql']",1002.9926422934695
full-time,2,Universitario,M,1-2,"['bash/shell', 'c', 'c++', 'python']",667.6870877968815
full-time,2,Universitario,M,1-2,"['java', 'kotlin']",972.1322099805574
full-time,2,,M,6-10,['python'],1524.913270557737
full-time,3,Maestría,M,0-1,"['html', 'javascript', 'python', 'sql']",1524.913270557737
full-time,3,,M,6-10,"['html', 'javascript', 'php', 'sql']",1372.4219435019634
full-time,3,,M,10+,"['bash/shell', 'python']",1906.1415881971714
full-time,1,Universitario,M,1-2,"['java', 'javascript', 'typescript']",396.4774503450116
full-time,2,,M,3-5,['bash/shell'],571.8424764591514
full-time,1,,M,1-2,"['css', 'html', 'javascript', 'typescript']",762.4566352788685
full-time,3,,M,3-5,"['.net', 'c#', 'sql']",892.3250733864512
full-time,3,Universitario,M,6-10,"['java', 'python']",2287.3699058366055
full-time,2,Universitario,M,3-5,['python'],2249.247074072662
full-time,3,,M,1-2,['bash/shell'],648.0881399870382
full-time,4,Universitario,M,3-5,"['go', 'java']",2859.212382295757
full-time,2,Universitario,M,3-5,['python'],1757.462544317792
full-time,4,Terciario,M,1-2,['python'],781.5180511608402
full-time,1,Universitario,M,1-2,['javascript'],381.22831763943424
full-time,2,,M,6-10,"['html', 'python', 'ruby', 'sql', 'vba']",686.2109717509817
full-time,4,,M,10+,"['bash/shell', 'python']",1524.913270557737
full-time,3,,M,10+,"['.net', 'c#', 'javascript', 'sql']",3087.9493728794173
full-time,1,Universitario,M,6-10,"['javascript', 'python', 'sql']",514.6582288132363
full-time,2,Universitario,M,1-2,"['bash/shell', 'css', 'html', 'javascript', 'typescript']",807.7286416835042
full-time,4,Secundario,M,3-5,"['javascript', 'solidity', 'sql']",4136.327246387862
full-time,3,,M,3-5,"['css', 'html', 'javascript', 'php', 'sql']",590.9038923411231
full-time,2,,M,0-1,"['bash/shell', 'php', 'sql']",457.4739811673211
full-time,3,Universitario,M,0-1,"['bash/shell', 'python', 'sql']",812.0163165719949
full-time,3,Universitario,M,0-1,"['bash/shell', 'css', 'html', 'javascript', 'typescript']",1014.0673249208951
full-time,2,Terciario,M,3-5,"['bash/shell', 'html', 'python', 'sql']",831.0777324539666
full-time,3,Terciario,M,1-2,"['.net', 'c#', 'javascript', 'sql']",686.2109717509817
full-time,3,,M,6-10,"['go', 'java', 'javascript', 'typescript']",1212.306050093401
full-time,2,Universitario,M,3-5,"['python', 'sql']",876.8251305706988
full-time,2,Maestría,M,1-2,"['python', 'sql']",1200.8692005642179
full-time,4,,M,6-10,"['go', 'javascript', 'python', 'sql']",2425.164881247379
full-time,2,Universitario,M,1-2,"['python', 'r', 'sql']",808.1697228470131
full-time,4,Posgrado/Especialización,M,0-1,"['java', 'javascript', 'sql']",1258.053448210133
full-time,3,,M,0-1,"['javascript', 'python', 'sql']",609.9653082230948
full-time,2,,M,1-2,"['html', 'sql']",751.0197857496855
full-time,3,,M,3-5,"['html', 'python']",457.4739811673211
full-time,2,Universitario,M,0-1,"['css', 'html', 'javascript']",626.0569555106554
full-time,3,Terciario,M,3-5,['python'],1063.6270062140215
full-time,3,,M,3-5,"['.net', 'c#', 'css', 'html', 'javascript', 'solidity', 'sql']",1906.1415881971714
full-time,3,,M,0-1,"['python', 'sql']",876.8251305706988
full-time,1,Universitario,M,1-2,"['html', 'javascript', 'sql']",693.8355381037703
full-time,2,Universitario,M,3-5,['bash/shell'],667.14955586901
full-time,4,,M,3-5,['python'],747.2075025732911
full-time,3,,M,6-10,"['go', 'python']",2668.59822347604
full-time,3,Universitario,M,6-10,['python'],2096.7557470168886
full-time,3,,M,3-5,"['.net', 'c#', 'sql']",914.9479623346422
full-time,3,,M,6-10,['python'],2020.5100834890015
full-time,3,,M,3-5,"['.net', 'c++', 'css', 'go', 'html', 'java', 'javascript', 'sql', 'vba']",1543.9746864397086
full-time,3,Universitario,M,10+,"['python', 'sql', 'dax']",1524.913270557737
full-time,2,,M,1-2,"['html', 'javascript']",648.0881399870382
full-time,4,,M,3-5,"['dart', 'javascript', 'typescript']",1460.1044565590332
full-time,4,Terciario,M,1-2,"['css', 'html', 'php', 'sql']",1067.439289390416
