work_dedication,salary_comparison_last_semester,profile_level_study,profile_gender,profile_experience_range,list_of_normalized_languages,usd_monthly_gross_salary
full-time,2,Universitario,M,6-10,['javascript'],1334.29911173802
full-time,3,,M,10+,"['html', 'java', 'javascript', 'typescript']",1278.9371354504212
full-time,2,,M,3-5,"['go', 'javascript', 'python', 'sql']",1162.7463688002745
full-time,2,Universitario,M,3-5,"['go', 'java']",907.3233959818535
full-time,4,,M,1-2,"['css', 'html', 'java', 'javascript', 'sql', 'typescript']",571.8424764591514
full-time,3,Universitario,M,6-10,"['bash/shell', 'css', 'html', 'javascript', 'php', 'sql', 'typescript']",864.1683504250695
full-time,2,,M,10+,"['c++', 'delphi']",1177.9955015058517
full-time,3,,M,3-5,['sql'],899.6988296290648
full-time,3,,M,6-10,"['java', 'kotlin']",1290.980138004651
full-time,2,Universitario,M,10+,"['java', 'php', 'sql', 'vba']",1143.6849529183028
full-time,4,,M,10+,"['java', 'javascript', 'python', 'sql']",1410.5447752659068
full-time,3,,M,1-2,"['html', 'javascript']",800.579467042812
full-time,4,Terciario,M,1-2,"['css', 'html', 'java', 'javascript']",533.719644695208
full-time,3,,M,6-10,"['java', 'javascript', 'kotlin', 'python']",1847.138881476116
full-time,3,Posgrado/Especialización,M,10+,"['arduino', 'bash/shell', 'c', 'c#', 'html', 'javascript', 'php', 'python', 'sql']",770.0812016316572
full-time,1,Universitario,M,10+,"['.net', 'c#', 'css', 'html', 'javascript', 'sql']",1143.6849529183028
full-time,2,Terciario,M,10+,['bash/shell'],953.0707940985857
full-time,3,,M,3-5,"['c#', 'html', 'javascript', 'php', 'sql']",762.4566352788685
full-time,3,Secundario,M,0-1,"['html', 'javascript', 'typescript']",557.5464145476726
full-time,2,,M,1-2,"['.net', 'c#', 'html', 'javascript']",800.579467042812
full-time,2,Universitario,M,1-2,"['.net', 'c#', 'css', 'html', 'javascript', 'sql', 'typescript']",991.1936258625291
full-time,3,Secundario,M,1-2,"['css', 'html', 'javascript', 'typescript']",2445.9608859746104
full-time,3,Universitario,M,10+,"['.net', 'c#', 'css', 'html', 'java', 'javascript', 'php', 'python', 'sql']",822.9270710228355
full-time,3,,M,3-5,"['.net', 'bash/shell', 'c#', 'html', 'javascript']",1090.3129884487819
full-time,2,Universitario,M,10+,"['.net', 'bash/shell', 'c', 'python', 'sql']",1256.612405169456
full-time,1,,M,3-5,"['javascript', 'ruby', 'typescript']",1480.946208684381
full-time,1,,M,10+,"['matlab', 'python']",1143.6849529183028
full-time,3,,M,10+,"['java', 'sql']",1101.749837977965
full-time,2,,M,3-5,"['.net', 'c#', 'css', 'html', 'javascript', 'sql', 'typescript']",609.9653082230948
full-time,2,Universitario,M,1-2,"['css', 'html', 'java', 'javascript', 'sql']",465.0985475201098
full-time,3,,M,6-10,"['python', 'rust', 'solidity', 'typescript']",1334.29911173802
full-time,3,Universitario,M,10+,"['html', 'javascript']",2134.878578780832
full-time,3,Universitario,M,10+,"['bash/shell', 'perl', 'python', 'sql']",3525.599481529488
full-time,2,,M,6-10,"['bash/shell', 'css', 'html', 'java', 'javascript', 'php', 'python', 'sql']",953.0707940985857
full-time,4,,M,10+,"['.net', 'c#']",4323.129122031184
full-time,2,,M,6-10,"['html', 'javascript', 'sql', 'typescript']",2184.438260073958
full-time,3,,M,10+,"['.net', 'bash/shell', 'c#', 'java', 'javascript', 'python']",1879.4556059624108
full-time,3,,M,10+,['bash/shell'],1315.2376958560483
full-time,3,Posgrado/Especialización,M,1-2,"['python', 'sql']",1064.0921047615416
full-time,4,Universitario,M,6-10,"['go', 'javascript', 'php', 'python', 'sql', 'typescript']",3305.249513933895
full-time,2,Universitario,M,3-5,"['go', 'groovy']",1334.29911173802
full-time,4,,M,3-5,"['html', 'javascript', 'typescript']",1124.7912774960923
full-time,2,,M,6-10,"['go', 'groovy', 'java', 'sql']",1524.913270557737
full-time,2,Universitario,M,3-5,"['java', 'sql']",594.7161755175174
full-time,2,Universitario,M,3-5,"['css', 'html', 'javascript', 'typescript']",1128.4358202127255
full-time,3,,M,6-10,"['c', 'python']",724.3338035149251
full-time,3,Universitario,M,10+,['python'],1563.0361023216803
full-time,2,Universitario,M,10+,"['.net', 'c#', 'sql', 'visual foxpro']",1082.6884220959932
full-time,3,Universitario,M,1-2,['bash/shell'],1014.3684952918303
full-time,3,,M,0-1,"['python', 'scala', 'sql']",739.5829362205025
full-time,4,,M,3-5,"['.net', 'arduino', 'c', 'c#', 'css', 'html', 'javascript']",1517.4755060805917
full-time,2,Universitario,M,6-10,['sql'],1143.6849529183028
full-time,3,Universitario,M,6-10,"['java', 'javascript', 'python']",2123.4417292516487
full-time,3,,M,1-2,"['javascript', 'python', 'typescript']",1601.158934085624
full-time,4,Universitario,M,3-5,"['javascript', 'sql', 'typescript']",762.4566352788685
full-time,2,Universitario,M,1-2,"['java', 'sql']",1219.9306164461896
full-time,2,,M,10+,"['java', 'scala']",1864.2064732568335
full-time,3,,M,10+,"['bash/shell', 'perl', 'python']",1486.7904387937936
full-time,3,Universitario,M,1-2,"['bash/shell', 'css', 'html', 'javascript', 'php', 'python', 'sql', 'vba']",1029.3164576264726
full-time,4,Universitario,M,3-5,"['java', 'javascript']",4070.2995310891692
full-time,1,,M,10+,"['dart', 'javascript', 'php']",2287.3699058366055
full-time,1,,M,3-5,"['.net', 'html', 'java', 'sql']",762.4566352788685
full-time,2,Terciario,M,0-1,"['javascript', 'typescript']",430.7879989325607
full-time,3,,M,10+,['java'],2134.878578780832
full-time,3,,M,6-10,['powershell'],1067.439289390416
full-time,4,,M,3-5,"['.net', 'bash/shell', 'groovy', 'python', 'sql']",5718.424764591514
full-time,2,Terciario,M,3-5,"['.net', 'c#', 'css', 'html', 'javascript', 'sql', 'typescript']",784.5678777019557
full-time,2,,M,6-10,"['css', 'html', 'java', 'javascript', 'sql']",1334.29911173802
full-time,3,Universitario,X,3-5,"['bash/shell', 'objective-c', 'swift']",1334.29911173802
full-time,3,Universitario,M,1-2,"['.net', 'c#', 'css', 'html', 'javascript', 'sql']",505.2416606305516
full-time,3,,M,3-5,"['.net', 'c', 'c#', 'html', 'java', 'javascript', 'sql']",636.6512904578552
full-time,2,,M,6-10,"['go', 'java', 'sql']",2554.2297281842093
full-time,2,,M,3-5,"['go', 'java', 'python', 'ruby']",2092.943463840494
full-time,2,,M,6-10,"['.net', 'c#', 'css', 'html', 'javascript', 'sql', 'typescript']",1315.2376958560483
full-time,3,,M,3-5,"['.net', 'javascript']",609.9653082230948
full-time,3,,M,6-10,['sql'],1448.6676070298502
full-time,2,,M,10+,"['bash/shell', 'powershell']",651.9004231634326
full-time,4,,M,3-5,"['.net', 'c#', 'css', 'html', 'javascript', 'sql', 'typescript']",1155.1218024474858
full-time,2,Universitario,M,1-2,"['python', 'r', 'sql']",882.5244176737449
full-time,3,Terciario,M,1-2,"['.net', 'c#', 'css', 'html', 'javascript']",789.1426175136289
full-time,1,,M,10+,"['html', 'javascript', 'apex']",1105.5621211543594
full-time,2,,M,1-2,"['bash/shell', 'javascript', 'php']",381.22831763943424
full-time,2,Maestría,M,1-2,"['python', 'sql']",724.3338035149251
full-time,4,,M,10+,"['css', 'html', 'java', 'javascript', 'php', 'typescript']",1429.6061911478785
full-time,2,,M,3-5,"['.net', 'c#', 'css', 'html', 'javascript', 'sql']",1524.913270557737
full-time,4,Universitario,M,10+,"['abap', 'javascript']",1014.0673249208951
full-time,3,Universitario,M,3-5,"['bash/shell', 'css', 'html', 'javascript', 'php', 'sql']",1134.154244977317
full-time,1,,M,1-2,"['java', 'javascript', 'php', 'sql', 'typescript']",629.0267241050665
full-time,2,Terciario,M,10+,"['bash/shell', 'python', 'sql']",1405.4286912431855
full-time,1,,M,3-5,"['.net', 'c#', 'html', 'javascript', 'sql']",457.4739811673211
full-time,4,,M,6-10,"['.net', 'bash/shell', 'c#', 'css', 'javascript', 'typescript']",2325.492737600549
full-time,2,,X,0-1,"['css', 'javascript', 'typescript']",484.15996340208153
full-time,2,,X,10+,"['.net', 'go']",2859.212382295757
full-time,2,Universitario,X,,['sql'],606.1530250467005
full-time,3,Terciario,F,3-5,"['javascript', 'python', 'sql']",1791.773092905341
full-time,3,,F,0-1,"['html', 'javascript', 'php']",350.73005222827953
full-time,3,Universitario,F,6-10,"['java', 'javascript', 'sql']",1021.3106629560443
full-time,2,Universitario,F,0-1,"['.net', 'c#', 'css', 'html', 'javascript', 'sql', 'typescript']",800.579467042812
full-time,3,Universitario,F,1-2,"['java', 'javascript', 'typescript']",552.7810605771797
full-time,2,,F,1-2,"['.net', 'c#', 'css', 'html', 'sql']",762.4566352788685
full-time,3,Universitario,F,1-2,"['abap', 'css', 'javascript', 'sql', 'typescript']",762.4566352788685
full-time,3,Secundario,F,1-2,"['.net', 'javascript']",930.7689375166788
full-time,4,Posgrado/Especialización,F,6-10,['java'],4193.511494033777
full-time,3,,F,1-2,"['java', 'sql']",489.11593153139415
full-time,3,Universitario,F,1-2,"['css', 'html', 'javascript', 'ruby', 'sql']",590.9038923411231
full-time,2,,F,10+,"['bash/shell', 'html', 'javascript', 'sql']",996.4576264724943
full-time,3,,F,1-2,"['html', 'javascript', 'apex']",953.0707940985857
full-time,2,Universitario,F,1-2,"['css', 'html', 'javascript']",457.4739811673211
full-time,3,Universitario,F,1-2,['javascript'],613.7775913994891
full-time,4,Universitario,F,3-5,"['css', 'html', 'javascript']",631.8096908238344
full-time,4,Universitario,F,3-5,['ruby'],972.1322099805574
full-time,2,Terciario,F,6-10,['sql'],930.1970950402196
full-time,3,Universitario,F,1-2,"['html', 'php', 'sql']",743.3952193968968
full-time,2,Terciario,F,0-1,"['python', 'sql']",339.29320269909647
full-time,3,Universitario,F,0-1,"['css', 'html', 'python']",486.0661049902787
full-time,3,Universitario,F,0-1,"['javascript', 'typescript']",895.8865464526705
full-time,2,,F,1-2,"['.net', 'javascript']",407.9142998741946
full-time,3,,F,1-2,"['cobol', 'css', 'html', 'javascript', 'kotlin', 'php', 'typescript']",522.2827951660249
full-time,3,Doctorado,F,6-10,"['python', 'sql']",1729.9680911898135
full-time,3,Universitario,F,0-1,"['bash/shell', 'c', 'python', 'ruby']",414.98989744958254
full-time,4,Universitario,F,0-1,"['c++', 'javascript']",587.0916091647288
full-time,3,Universitario,F,10+,"['css', 'html']",716.1663680378178
full-time,1,Terciario,F,10+,['html'],392.6651671686173
full-time,1,,F,0-1,"['java', 'kotlin']",430.7879989325607
full-time,2,Universitario,F,0-1,['javascript'],343.10548587549084
full-time,3,Universitario,F,1-2,"['bash/shell', 'go', 'python']",459.31150165834316
full-time,3,Terciario,F,0-1,"['go', 'javascript', 'kotlin']",815.8285997483893
full-time,4,Universitario,F,10+,"['sql', 'x++']",2725.782471121955
full-time,4,Universitario,F,0-1,['sql'],548.9687774007854
full-time,3,,F,1-2,"['css', 'html', 'javascript', 'typescript']",657.6188479280241
full-time,2,Secundario,F,3-5,"['javascript', 'typescript']",1269.490297739316
full-time,4,,F,3-5,"['python', 'sql']",1067.439289390416
full-time,3,,F,6-10,['j'],609.9653082230948
full-time,3,Universitario,F,1-2,"['html', 'javascript', 'sql']",285.9212382295757
full-time,4,Universitario,F,1-2,"['bash/shell', 'python', 'sql']",953.0707940985857
full-time,3,Terciario,F,1-2,['java'],550.2382676985246
full-time,3,Universitario,F,3-5,['java'],1336.6817887232664
full-time,3,Universitario,F,6-10,['javascript'],1639.2817658495674
full-time,4,,F,3-5,['python'],3431.0548587549083
full-time,3,Universitario,F,10+,['kotlin'],1399.1079257367237
full-time,3,Secundario,F,0-1,"['html', 'javascript', 'apex']",362.16690175746254
full-time,2,Universitario,F,3-5,['swift'],1235.179749151767
full-time,1,,F,1-2,"['javascript', 'typescript']",434.60028210895507
full-time,3,,F,1-2,['java'],876.8251305706988
full-time,3,Universitario,F,0-1,"['html', 'javascript', 'apex']",304.9826541115474
full-time,2,,F,1-2,"['python', 'sql']",514.6582288132363
full-time,3,,F,3-5,"['go', 'java']",883.3060119705692
full-time,4,Universitario,F,1-2,['javascript'],3049.826541115474
full-time,3,Universitario,F,1-2,['bash/shell'],1664.0616064961305
full-time,2,,F,1-2,['python'],914.9479623346422
full-time,2,Universitario,F,1-2,"['java', 'kotlin']",934.0093782166139
full-time,2,Universitario,F,0-1,['sql'],343.10548587549084
full-time,2,,F,1-2,"['objective-c', 'swift']",609.9653082230948
full-time,2,Universitario,F,6-10,"['.net', 'html', 'javascript', 'python', 'sql']",720.5215203385308
full-time,2,,F,0-1,['sql'],457.4739811673211
full-time,3,Terciario,F,0-1,"['bash/shell', 'java', 'javascript', 'sql']",304.9826541115474
full-time,1,Posgrado/Especialización,F,0-1,"['python', 'sql']",381.22831763943424
full-time,3,,F,0-1,"['javascript', 'php', 'sql', 'typescript']",571.8424764591514
full-time,3,,F,3-5,"['css', 'html', 'javascript', 'php', 'python', 'sql']",2741.500514658229
full-time,3,,F,10+,"['.net', 'c#', 'css', 'html', 'javascript', 'sql']",2140.215775227784
full-time,3,Secundario,F,0-1,"['perl', 'sql']",346.91776905188516
full-time,3,Universitario,F,1-2,"['.net', 'html', 'sql']",930.7689375166788
full-time,2,Universitario,F,3-5,"['html', 'java', 'javascript', 'kotlin', 'matlab', 'python', 'sql']",404.52899241355647
full-time,3,,F,3-5,"['python', 'sql']",1311.4254126796538
full-time,2,Posgrado/Especialización,F,6-10,['sql'],922.5725286874309
full-time,1,Terciario,F,1-2,"['html', 'sql']",427.54374594944915
full-time,2,Universitario,F,1-2,['python'],453.66169799092677
full-time,1,Universitario,F,1-2,"['css', 'html', 'javascript', 'ruby', 'sql']",648.0881399870382
full-time,2,,F,0-1,"['html', 'javascript', 'php', 'vba']",449.8494148145324
full-time,2,,F,3-5,"['php', 'sql']",803.5416110708703
full-time,3,,F,1-2,"['python', 'sql']",705.2723876329534
full-time,2,Universitario,F,6-10,"['java', 'python', 'scala', 'sql']",2020.5100834890015
full-time,3,Universitario,F,6-10,['sql'],1334.29911173802
full-time,4,,F,0-1,"['css', 'html', 'javascript', 'typescript']",495.59681293126454
full-time,2,Universitario,F,3-5,"['html', 'javascript', 'sql', 'typescript']",1132.6506804925468
full-time,2,Universitario,F,10+,"['php', 'sql']",838.7022988067554
full-time,4,Terciario,F,0-1,"['css', 'html', 'javascript', 'typescript']",625.2144409286722
full-time,3,,F,3-5,"['css', 'go', 'html', 'java', 'python']",1292.6159887156416
full-time,1,,M,10+,"['bash/shell', 'vba']",571.8424764591514
full-time,3,Universitario,M,10+,"['bash/shell', 'perl', 'python']",1390.149060272197
full-time,3,Universitario,M,6-10,"['java', 'javascript', 'sql']",1067.439289390416
full-time,1,Universitario,M,3-5,"['html', 'javascript', 'python', 'sql', 'typescript']",2516.106896420266
full-time,4,,M,6-10,"['javascript', 'typescript']",4574.739811673211
full-time,3,,M,10+,"['c', 'c++', 'php']",1143.6849529183028
full-time,2,,M,10+,"['.net', 'c#', 'css', 'html', 'javascript', 'sql']",953.0707940985857
full-time,4,Universitario,M,6-10,"['javascript', 'typescript']",4574.739811673211
full-time,3,Universitario,M,0-1,['javascript'],552.7810605771797
full-time,3,,M,10+,['java'],1071.2515725668102
full-time,2,,M,10+,"['javascript', 'python']",2211.1242423087187
full-time,3,Universitario,M,3-5,"['bash/shell', 'css', 'html', 'javascript', 'php', 'sql']",1280.927147268499
full-time,4,,M,10+,"['bash/shell', 'dart', 'php']",1996.4926994777172
full-time,3,Universitario,F,6-10,['vba'],800.579467042812
full-time,3,,M,10+,"['.net', 'css', 'java', 'javascript', 'python']",2195.8751096031415
full-time,3,,X,10+,"['bash/shell', 'javascript']",2699.0964888871945
full-time,1,,X,10+,"['bash/shell', 'php', 'python', 'r', 'sql']",1219.9306164461896
full-time,4,,M,3-5,"['bash/shell', 'css', 'html', 'javascript', 'php', 'sql']",2287.3699058366055
full-time,3,,M,3-5,"['bash/shell', 'html', 'javascript', 'ruby']",953.0707940985857
full-time,3,Posgrado/Especialización,M,10+,"['html', 'java', 'sql']",1238.9920323281613
full-time,3,Universitario,M,6-10,"['html', 'javascript', 'sql', 'typescript']",800.579467042812
full-time,1,Universitario,M,6-10,"['bash/shell', 'python']",419.3511494033777
full-time,2,Universitario,M,6-10,"['html', 'javascript', 'php', 'python', 'sql', 'typescript']",1677.4045976135108
full-time,3,,M,6-10,"['css', 'html', 'javascript', 'typescript']",1279.4022339979413
full-time,4,Universitario,M,3-5,"['javascript', 'python', 'ruby', 'sql']",1906.1415881971714
full-time,2,Universitario,M,10+,"['css', 'html', 'javascript', 'python', 'typescript']",1906.1415881971714
full-time,2,,M,3-5,"['css', 'html', 'javascript']",824.4176737448057
full-time,2,Secundario,M,10+,"['bash/shell', 'php']",571.8424764591514
full-time,4,Universitario,M,3-5,"['bash/shell', 'java', 'php', 'sql']",1639.2817658495674
full-time,3,Universitario,M,3-5,"['bash/shell', 'javascript', 'python', 'sql']",956.3341084975792
full-time,2,Universitario,M,10+,"['css', 'html', 'java', 'javascript']",2020.5100834890015
full-time,3,,M,3-5,"['bash/shell', 'html', 'javascript', 'php']",686.2109717509817
full-time,4,Universitario,M,6-10,"['.net', 'javascript', 'typescript']",4422.2484846174375
full-time,1,Terciario,M,10+,"['css', 'html', 'javascript', 'php', 'sql', 'vba']",631.3246921581335
full-time,2,Universitario,M,6-10,['bash/shell'],906.3436392055202
full-time,3,,M,1-2,"['bash/shell', 'groovy', 'java', 'python']",914.9479623346422
full-time,3,Universitario,M,3-5,"['bash/shell', 'python']",1486.7904387937936
full-time,3,Maestría,M,10+,"['java', 'javascript', 'sql']",1238.9920323281613
full-time,2,Terciario,M,10+,"['.net', 'html', 'javascript', 'php', 'python', 'sql']",1524.913270557737
full-time,2,Terciario,M,6-10,"['bash/shell', 'php', 'sql']",693.8355381037703
full-time,2,,M,3-5,"['html', 'java', 'javascript', 'php']",648.0881399870382
full-time,2,,M,6-10,"['html', 'php']",686.2109717509817
full-time,2,Universitario,M,1-2,"['c', 'c++', 'matlab']",457.4739811673211
full-time,4,Secundario,M,0-1,"['css', 'html', 'javascript', 'typescript']",1227.5551827989782
full-time,2,Universitario,M,10+,"['css', 'html', 'java', 'javascript', 'solidity', 'sql', 'typescript']",1105.5621211543594
full-time,3,Universitario,F,3-5,"['javascript', 'python', 'typescript']",826.9604666234608
full-time,3,Universitario,F,3-5,['kotlin'],1478.4034158057261
full-time,3,,M,6-10,"['.net', 'arduino', 'c#', 'html', 'javascript', 'python', 'swift', 'typescript', 'vba']",857.7637146887271
full-time,3,,M,10+,"['bash/shell', 'perl', 'php', 'python']",838.7022988067554
full-time,1,,M,3-5,"['css', 'html', 'javascript', 'php', 'sql']",304.9826541115474
full-time,2,,M,3-5,['bash/shell'],578.6435896458389
full-time,3,,M,0-1,"['javascript', 'typescript']",476.53539704929284
full-time,4,Universitario,M,1-2,"['java', 'scala']",747.2075025732911
full-time,1,Universitario,M,6-10,"['.net', 'bash/shell', 'c#', 'css', 'html', 'java', 'javascript', 'kotlin', 'php', 'python', 'r', 'sql', 'typescript']",533.719644695208
full-time,2,Terciario,M,10+,"['html', 'javascript', 'php', 'sql']",1031.2225992146696
full-time,3,Terciario,M,3-5,"['bash/shell', 'python']",752.4684533567154
full-time,3,Terciario,M,6-10,"['.net', 'c#', 'css', 'html', 'javascript', 'sql', 'typescript']",800.579467042812
